heart_rate,GSR,time
70.7,0.27704673,2021/12/6 17:37
70.8,0.276931598,2021/12/6 17:37
70.7,0.277469478,2021/12/6 17:37
70.4,0.277469478,2021/12/6 17:37
70,0.277469478,2021/12/6 17:37
69.8,0.277893572,2021/12/6 17:37
69.9,0.278164138,2021/12/6 17:37
70.4,0.278629145,2021/12/6 17:37
70.9,0.278241514,2021/12/6 17:37
71.6,0.278241514,2021/12/6 17:37
72.2,0.2787845,2021/12/6 17:37
72.7,0.2787845,2021/12/6 17:37
72.8,0.279056837,2021/12/6 17:37
72.7,0.279329609,2021/12/6 17:37
72.4,0.279485746,2021/12/6 17:37
72.2,0.279485746,2021/12/6 17:37
72.1,0.279955207,2021/12/6 17:37
72.6,0.279955207,2021/12/6 17:37
73.6,0.280269058,2021/12/6 17:37
75,0.280662363,2021/12/6 17:37
76.2,0.280662363,2021/12/6 17:37
76.9,0.280662363,2021/12/6 17:37
76.5,0.280819994,2021/12/6 17:37
75,0.280819994,2021/12/6 17:37
72.6,0.280819994,2021/12/6 17:37
69.8,0.281373101,2021/12/6 17:37
67.3,0.281531532,2021/12/6 17:37
65.7,0.281531532,2021/12/6 17:37
64.9,0.28192839,2021/12/6 17:37
65,0.282087447,2021/12/6 17:37
65.4,0.282087447,2021/12/6 17:37
65.7,0.282087447,2021/12/6 17:37
65.4,0.282565719,2021/12/6 17:37
64.6,0.282645562,2021/12/6 17:37
63.8,0.282645562,2021/12/6 17:37
63.3,0.283205891,2021/12/6 17:37
63.3,0.283205891,2021/12/6 17:37
63.8,0.283366393,2021/12/6 17:37
64.7,0.283366393,2021/12/6 17:37
65.7,0.283366393,2021/12/6 17:37
66.2,0.283567419,2021/12/6 17:37
66.2,0.283929585,2021/12/6 17:37
66,0.283929585,2021/12/6 17:37
65.7,0.283929585,2021/12/6 17:37
65.5,0.284738041,2021/12/6 17:37
65.9,0.284738041,2021/12/6 17:37
66.7,0.284738041,2021/12/6 17:37
68,0.285306705,2021/12/6 17:37
69.3,0.285306705,2021/12/6 17:37
70.6,0.285306705,2021/12/6 17:37
71.7,0.285306705,2021/12/6 17:37
72.7,0.285959394,2021/12/6 17:37
73.4,0.285795942,2021/12/6 17:37
74.5,0.286368843,2021/12/6 17:38
75,0.285959394,2021/12/6 17:38
75.5,0.286532951,2021/12/6 17:38
76.1,0.286944046,2021/12/6 17:38
76.7,0.286532951,2021/12/6 17:38
77.4,0.287108814,2021/12/6 17:38
77.8,0.287397668,2021/12/6 17:38
78,0.287273772,2021/12/6 17:38
77.9,0.287852619,2021/12/6 17:38
77.4,0.288018433,2021/12/6 17:38
76.5,0.287852619,2021/12/6 17:38
75.7,0.287935526,2021/12/6 17:38
75.2,0.288600289,2021/12/6 17:38
75,0.288433804,2021/12/6 17:38
75.1,0.288600289,2021/12/6 17:38
75.4,0.288933858,2021/12/6 17:38
75.4,0.289017341,2021/12/6 17:38
75,0.28910092,2021/12/6 17:38
74.1,0.2891845,2021/12/6 17:38
72.8,0.289771081,2021/12/6 17:38
71.5,0.289771081,2021/12/6 17:38
70.4,0.289939113,2021/12/6 17:38
69.4,0.290275762,2021/12/6 17:38
68.7,0.29044438,2021/12/6 17:38
68.3,0.29044438,2021/12/6 17:38
68,0.290739988,2021/12/6 17:38
67.8,0.290951436,2021/12/6 17:38
68,0.291036088,2021/12/6 17:38
68.8,0.291332903,2021/12/6 17:38
70.4,0.291205591,2021/12/6 17:38
72.4,0.291630213,2021/12/6 17:38
74.6,0.291970803,2021/12/6 17:38
76.6,0.291970803,2021/12/6 17:38
77.8,0.292312189,2021/12/6 17:38
77.9,0.292312189,2021/12/6 17:38
77.3,0.292483182,2021/12/6 17:38
76.4,0.292483182,2021/12/6 17:38
75.5,0.292911541,2021/12/6 17:38
74.9,0.292911541,2021/12/6 17:38
74.7,0.293083236,2021/12/6 17:38
74.9,0.293255132,2021/12/6 17:38
75,0.293685756,2021/12/6 17:38
74.8,0.293685756,2021/12/6 17:38
74.2,0.29385836,2021/12/6 17:38
73.4,0.294204178,2021/12/6 17:38
72.7,0.29385836,2021/12/6 17:38
72.1,0.294377392,2021/12/6 17:38
72,0.294811321,2021/12/6 17:38
72.2,0.29455081,2021/12/6 17:38
72.7,0.29455081,2021/12/6 17:38
73.2,0.295159386,2021/12/6 17:38
73.7,0.294985251,2021/12/6 17:38
74.3,0.295159386,2021/12/6 17:38
75,0.295683028,2021/12/6 17:38
75.7,0.295683028,2021/12/6 17:38
76.5,0.295683028,2021/12/6 17:38
77.1,0.296296296,2021/12/6 17:38
77.4,0.296296296,2021/12/6 17:38
77.2,0.296471983,2021/12/6 17:38
76.6,0.296471983,2021/12/6 17:38
75.9,0.296471983,2021/12/6 17:39
75,0.297000297,2021/12/6 17:39
74.2,0.297000297,2021/12/6 17:39
73.6,0.297000297,2021/12/6 17:39
73.1,0.297000297,2021/12/6 17:39
72.7,0.297000297,2021/12/6 17:39
72.2,0.297796307,2021/12/6 17:39
71.5,0.297796307,2021/12/6 17:39
70.9,0.297707677,2021/12/6 17:39
70.4,0.298329356,2021/12/6 17:39
69.9,0.298329356,2021/12/6 17:39
69.7,0.298329356,2021/12/6 17:39
69.9,0.298775022,2021/12/6 17:39
70.4,0.298329356,2021/12/6 17:39
70.9,0.298864316,2021/12/6 17:39
71.6,0.299132542,2021/12/6 17:39
72.2,0.299043062,2021/12/6 17:39
72.7,0.299043062,2021/12/6 17:39
72.9,0.299490866,2021/12/6 17:39
72.9,0.299670363,2021/12/6 17:39
72.9,0.299670363,2021/12/6 17:39
72.7,0.299850075,2021/12/6 17:39
72.3,0.299850075,2021/12/6 17:39
71.8,0.300210147,2021/12/6 17:39
71.1,0.300300327,2021/12/6 17:39
70.4,0.300390508,2021/12/6 17:39
69.4,0.300390508,2021/12/6 17:39
68.6,0.300390508,2021/12/6 17:39
68.1,0.300932892,2021/12/6 17:39
68,0.300932892,2021/12/6 17:39
68.3,0.300932892,2021/12/6 17:39
68.9,0.301386377,2021/12/6 17:39
69.6,0.301568154,2021/12/6 17:39
70.4,0.301568154,2021/12/6 17:39
70.7,0.301841259,2021/12/6 17:39
70.8,0.301750151,2021/12/6 17:39
70.6,0.301750151,2021/12/6 17:39
70.4,0.302297461,2021/12/6 17:39
70,0.302297461,2021/12/6 17:39
69.9,0.302297461,2021/12/6 17:39
70.1,0.30284676,2021/12/6 17:39
70.4,0.30284676,2021/12/6 17:39
70.6,0.30284676,2021/12/6 17:39
70.7,0.303030303,2021/12/6 17:39
70.6,0.303030303,2021/12/6 17:39
70.4,0.303582271,2021/12/6 17:39
69.8,0.303582271,2021/12/6 17:39
69.1,0.303766707,2021/12/6 17:39
68.5,0.303582271,2021/12/6 17:39
68,0.303582271,2021/12/6 17:39
67.7,0.304136253,2021/12/6 17:39
67.6,0.304136253,2021/12/6 17:39
67.7,0.304321363,2021/12/6 17:39
68,0.304878049,2021/12/6 17:39
68.2,0.304321363,2021/12/6 17:39
68.2,0.304785126,2021/12/6 17:39
68.2,0.304878049,2021/12/6 17:39
68,0.304878049,2021/12/6 17:39
67.7,0.305064063,2021/12/6 17:39
67.6,0.305623472,2021/12/6 17:39
67.7,0.305623472,2021/12/6 17:40
68,0.305623472,2021/12/6 17:40
68.5,0.306278714,2021/12/6 17:40
69,0.305623472,2021/12/6 17:40
69.6,0.306184964,2021/12/6 17:40
70.1,0.3066544,2021/12/6 17:40
70.2,0.306278714,2021/12/6 17:40
70.2,0.30703101,2021/12/6 17:40
70.2,0.30703101,2021/12/6 17:40
70.4,0.30703101,2021/12/6 17:40
70.6,0.30703101,2021/12/6 17:40
71.1,0.307408546,2021/12/6 17:40
71.8,0.307503104,2021/12/6 17:40
72.7,0.307597662,2021/12/6 17:40
73.5,0.307597662,2021/12/6 17:40
74.2,0.30816641,2021/12/6 17:40
74.8,0.30816641,2021/12/6 17:40
75,0.30835646,2021/12/6 17:40
74.8,0.308451602,2021/12/6 17:40
74.3,0.308261435,2021/12/6 17:40
73.6,0.30892802,2021/12/6 17:40
72.7,0.30892802,2021/12/6 17:40
71.7,0.30892802,2021/12/6 17:40
70.9,0.30892802,2021/12/6 17:40
70.5,0.309501702,2021/12/6 17:40
70.4,0.309023486,2021/12/6 17:40
70.4,0.309549613,2021/12/6 17:40
70.5,0.309885342,2021/12/6 17:40
70.6,0.309597523,2021/12/6 17:40
70.4,0.310077519,2021/12/6 17:40
69.7,0.310173697,2021/12/6 17:40
69,0.310173697,2021/12/6 17:40
68.3,0.310510858,2021/12/6 17:40
68.2,0.31075202,2021/12/6 17:40
69.1,0.310945274,2021/12/6 17:40
70.7,0.310945274,2021/12/6 17:40
72.7,0.31152648,2021/12/6 17:40
74.6,0.31152648,2021/12/6 17:40
76.2,0.31152648,2021/12/6 17:40
77.2,0.312109863,2021/12/6 17:40
77.4,0.312304809,2021/12/6 17:40
76.7,0.312304809,2021/12/6 17:40
75.5,0.312695435,2021/12/6 17:40
74.1,0.312304809,2021/12/6 17:40
72.7,0.312891114,2021/12/6 17:40
71.5,0.313087038,2021/12/6 17:40
70.8,0.312891114,2021/12/6 17:40
70.4,0.312891114,2021/12/6 17:40
70.4,0.313479624,2021/12/6 17:40
70.3,0.313676286,2021/12/6 17:40
70.4,0.313676286,2021/12/6 17:40
70.4,0.314070352,2021/12/6 17:40
70.4,0.314169023,2021/12/6 17:40
70.2,0.314169023,2021/12/6 17:40
70.1,0.314169023,2021/12/6 17:40
70.1,0.31421839,2021/12/6 17:40
70.4,0.314762354,2021/12/6 17:40
70.8,0.314762354,2021/12/6 17:40
71.5,0.31496063,2021/12/6 17:40
72.5,0.314762354,2021/12/6 17:40
73.5,0.31496063,2021/12/6 17:41
74.2,0.315556958,2021/12/6 17:41
74.6,0.315556958,2021/12/6 17:41
74.3,0.315756236,2021/12/6 17:41
73.5,0.316155549,2021/12/6 17:41
72,0.316255534,2021/12/6 17:41
70.4,0.316205542,2021/12/6 17:41
69,0.316255534,2021/12/6 17:41
68,0.316255534,2021/12/6 17:41
67.5,0.316255534,2021/12/6 17:41
67.5,0.316656111,2021/12/6 17:41
67.8,0.316856781,2021/12/6 17:41
68,0.316856781,2021/12/6 17:41
67.8,0.317258883,2021/12/6 17:41
67.3,0.316856781,2021/12/6 17:41
66.5,0.317460317,2021/12/6 17:41
65.7,0.317662008,2021/12/6 17:41
65,0.317712478,2021/12/6 17:41
64.9,0.318167356,2021/12/6 17:41
65.4,0.318167356,2021/12/6 17:41
66.5,0.318167356,2021/12/6 17:41
67.8,0.318167356,2021/12/6 17:41
69,0.318369946,2021/12/6 17:41
69.9,0.318877583,2021/12/6 17:41
70.4,0.318979266,2021/12/6 17:41
70.1,0.318979266,2021/12/6 17:41
69.5,0.319590924,2021/12/6 17:41
68.7,0.318979266,2021/12/6 17:41
68,0.319590924,2021/12/6 17:41
67.5,0.319693095,2021/12/6 17:41
67.4,0.319590924,2021/12/6 17:41
67.6,0.319590924,2021/12/6 17:41
68,0.320102433,2021/12/6 17:41
68.3,0.320307495,2021/12/6 17:41
68.4,0.320307495,2021/12/6 17:41
68.3,0.320512952,2021/12/6 17:41
68,0.320307495,2021/12/6 17:41
67.6,0.320924262,2021/12/6 17:41
67.4,0.320924262,2021/12/6 17:41
67.5,0.320924262,2021/12/6 17:41
68,0.321027287,2021/12/6 17:41
68.8,0.321440051,2021/12/6 17:41
70,0.321646832,2021/12/6 17:41
71.4,0.321646832,2021/12/6 17:41
72.7,0.321646832,2021/12/6 17:41
73.7,0.322268772,2021/12/6 17:41
74.4,0.322268772,2021/12/6 17:41
74.9,0.322372663,2021/12/6 17:41
75,0.322580645,2021/12/6 17:41
74.9,0.322893156,2021/12/6 17:41
74.8,0.322997416,2021/12/6 17:41
74.8,0.323415265,2021/12/6 17:41
75,0.322997416,2021/12/6 17:41
75.4,0.323519896,2021/12/6 17:41
76,0.323729362,2021/12/6 17:41
76.7,0.323624629,2021/12/6 17:41
77.4,0.323729362,2021/12/6 17:41
77.8,0.32435939,2021/12/6 17:41
78,0.324254249,2021/12/6 17:41
77.8,0.324464668,2021/12/6 17:41
77.4,0.324675325,2021/12/6 17:42
76.7,0.32488629,2021/12/6 17:42
76,0.32488629,2021/12/6 17:42
75.4,0.32488629,2021/12/6 17:42
75,0.325520833,2021/12/6 17:42
74.6,0.325520833,2021/12/6 17:42
74.2,0.325626832,2021/12/6 17:42
73.6,0.325626832,2021/12/6 17:42
72.7,0.325626832,2021/12/6 17:42
71.4,0.326264274,2021/12/6 17:42
70.1,0.32647731,2021/12/6 17:42
68.8,0.32647731,2021/12/6 17:42
68,0.326370792,2021/12/6 17:42
67.5,0.326797386,2021/12/6 17:42
67.5,0.327011118,2021/12/6 17:42
67.7,0.327011118,2021/12/6 17:42
68,0.327439424,2021/12/6 17:42
68.1,0.32749305,2021/12/6 17:42
68.2,0.327546675,2021/12/6 17:42
68.1,0.32776139,2021/12/6 17:42
68,0.32776139,2021/12/6 17:42
67.9,0.32776139,2021/12/6 17:42
67.9,0.328407225,2021/12/6 17:42
67.9,0.328407225,2021/12/6 17:42
68,0.328407225,2021/12/6 17:42
67.9,0.328731098,2021/12/6 17:42
67.9,0.328947368,2021/12/6 17:42
67.9,0.328947368,2021/12/6 17:42
68,0.329163924,2021/12/6 17:42
68.2,0.329706561,2021/12/6 17:42
68.7,0.329706561,2021/12/6 17:42
69.5,0.329706561,2021/12/6 17:42
70.4,0.330250991,2021/12/6 17:42
71.1,0.330250991,2021/12/6 17:42
71.8,0.330250991,2021/12/6 17:42
72.3,0.330906684,2021/12/6 17:42
72.7,0.330906684,2021/12/6 17:42
72.8,0.33101622,2021/12/6 17:42
72.9,0.331455088,2021/12/6 17:42
72.8,0.331674959,2021/12/6 17:42
72.7,0.331674959,2021/12/6 17:42
72.3,0.332005312,2021/12/6 17:42
71.7,0.331895121,2021/12/6 17:42
71,0.332446809,2021/12/6 17:42
70.4,0.332446809,2021/12/6 17:42
69.7,0.332446809,2021/12/6 17:42
69.4,0.333000333,2021/12/6 17:42
69.7,0.333000333,2021/12/6 17:42
70.4,0.333222259,2021/12/6 17:42
71.2,0.333222259,2021/12/6 17:42
72.1,0.333555704,2021/12/6 17:42
72.6,0.333778371,2021/12/6 17:42
72.7,0.333778371,2021/12/6 17:42
72.2,0.334336342,2021/12/6 17:42
71.4,0.334336342,2021/12/6 17:42
70.7,0.334560054,2021/12/6 17:42
70.4,0.335120643,2021/12/6 17:42
70.4,0.335233025,2021/12/6 17:42
71,0.335120643,2021/12/6 17:42
71.9,0.335120643,2021/12/6 17:42
72.7,0.335626792,2021/12/6 17:43
73.1,0.335683115,2021/12/6 17:43
73.2,0.336021543,2021/12/6 17:43
73,0.336473755,2021/12/6 17:43
72.7,0.336473755,2021/12/6 17:43
72.4,0.336473755,2021/12/6 17:43
72.4,0.337040782,2021/12/6 17:43
72.7,0.337040782,2021/12/6 17:43
72.9,0.337609723,2021/12/6 17:43
72.9,0.337837838,2021/12/6 17:43
72.8,0.337837838,2021/12/6 17:43
72.7,0.338409475,2021/12/6 17:43
72.5,0.338409475,2021/12/6 17:43
72.4,0.338409475,2021/12/6 17:43
72.5,0.338983051,2021/12/6 17:43
72.7,0.338983051,2021/12/6 17:43
72.9,0.339213026,2021/12/6 17:43
73,0.339213026,2021/12/6 17:43
73,0.339558574,2021/12/6 17:43
72.7,0.339789331,2021/12/6 17:43
72.1,0.339789331,2021/12/6 17:43
71.4,0.340367597,2021/12/6 17:43
70.8,0.340599455,2021/12/6 17:43
70.4,0.340599455,2021/12/6 17:43
70,0.340947835,2021/12/6 17:43
70,0.341180484,2021/12/6 17:43
70.1,0.341180484,2021/12/6 17:43
70.4,0.341646777,2021/12/6 17:43
70.5,0.3417635,2021/12/6 17:43
70.5,0.3417635,2021/12/6 17:43
70.5,0.341880342,2021/12/6 17:43
70.4,0.342348511,2021/12/6 17:43
69.9,0.342465753,2021/12/6 17:43
69.4,0.342465753,2021/12/6 17:43
68.8,0.343053173,2021/12/6 17:43
68,0.343053173,2021/12/6 17:43
67.1,0.343288706,2021/12/6 17:43
66.4,0.343760783,2021/12/6 17:43
65.9,0.343878955,2021/12/6 17:43
65.7,0.343878955,2021/12/6 17:43
65.6,0.344471237,2021/12/6 17:43
65.6,0.344708721,2021/12/6 17:43
65.7,0.344471237,2021/12/6 17:43
65.7,0.345065562,2021/12/6 17:43
65.5,0.345303867,2021/12/6 17:43
65.3,0.345303867,2021/12/6 17:43
65.3,0.345781466,2021/12/6 17:43
65.7,0.346020761,2021/12/6 17:43
66.2,0.346020761,2021/12/6 17:43
66.8,0.346620451,2021/12/6 17:43
67.5,0.346620451,2021/12/6 17:43
68,0.346620451,2021/12/6 17:43
68.1,0.347222222,2021/12/6 17:43
68,0.347222222,2021/12/6 17:43
67.9,0.347463516,2021/12/6 17:43
68,0.347886599,2021/12/6 17:43
68.2,0.347947112,2021/12/6 17:43
68.8,0.347947112,2021/12/6 17:43
69.5,0.348432098,2021/12/6 17:43
70.4,0.348675077,2021/12/6 17:43
71,0.348796652,2021/12/6 17:44
71.5,0.348796652,2021/12/6 17:44
72.1,0.34940601,2021/12/6 17:44
72.7,0.34940601,2021/12/6 17:44
73.5,0.34940601,2021/12/6 17:44
74.5,0.350140056,2021/12/6 17:44
75.9,0.350140056,2021/12/6 17:44
77.4,0.350140056,2021/12/6 17:44
78.6,0.350754121,2021/12/6 17:44
79.5,0.350754121,2021/12/6 17:44
79.8,0.351370344,2021/12/6 17:44
79.7,0.351370344,2021/12/6 17:44
79.1,0.351493849,2021/12/6 17:44
78.4,0.352112676,2021/12/6 17:44
77.8,0.35229876,2021/12/6 17:44
77.4,0.352360817,2021/12/6 17:44
77,0.352733686,2021/12/6 17:44
76.6,0.352858151,2021/12/6 17:44
75.9,0.352858151,2021/12/6 17:44
75,0.352858151,2021/12/6 17:44
73.7,0.353481796,2021/12/6 17:44
72.4,0.353857042,2021/12/6 17:44
71.1,0.354107649,2021/12/6 17:44
70.4,0.354107649,2021/12/6 17:44
69.9,0.354547077,2021/12/6 17:44
70,0.354609929,2021/12/6 17:44
70.2,0.354861604,2021/12/6 17:44
70.4,0.355492357,2021/12/6 17:44
70.1,0.355492357,2021/12/6 17:44
69.5,0.355618777,2021/12/6 17:44
68.8,0.356252227,2021/12/6 17:44
68,0.356252227,2021/12/6 17:44
67.4,0.356252227,2021/12/6 17:44
67.2,0.356951644,2021/12/6 17:44
67.4,0.357015352,2021/12/6 17:44
68,0.357015352,2021/12/6 17:44
68.6,0.357653791,2021/12/6 17:44
69.3,0.357653791,2021/12/6 17:44
69.8,0.357781753,2021/12/6 17:44
70.4,0.358422939,2021/12/6 17:44
70.7,0.358422939,2021/12/6 17:44
71.2,0.358422939,2021/12/6 17:44
71.9,0.359066427,2021/12/6 17:44
72.7,0.359195402,2021/12/6 17:44
73.5,0.359195402,2021/12/6 17:44
74.2,0.359582884,2021/12/6 17:44
74.8,0.360230548,2021/12/6 17:44
75,0.35984167,2021/12/6 17:44
74.8,0.36036036,2021/12/6 17:44
74.3,0.36036036,2021/12/6 17:44
73.5,0.36036036,2021/12/6 17:44
72.7,0.360750361,2021/12/6 17:44
71.8,0.361141206,2021/12/6 17:44
71,0.36101083,2021/12/6 17:44
70.6,0.361141206,2021/12/6 17:44
70.4,0.361532899,2021/12/6 17:44
70.2,0.361794501,2021/12/6 17:44
70.2,0.361794501,2021/12/6 17:44
70.3,0.362581581,2021/12/6 17:44
70.4,0.362318841,2021/12/6 17:44
70.3,0.362581581,2021/12/6 17:45
70.3,0.363108206,2021/12/6 17:45
70.4,0.363108206,2021/12/6 17:45
70.4,0.363768643,2021/12/6 17:45
70.1,0.363768643,2021/12/6 17:45
69.7,0.364033491,2021/12/6 17:45
69,0.364033491,2021/12/6 17:45
68,0.364298725,2021/12/6 17:45
66.7,0.364564346,2021/12/6 17:45
65.4,0.364564346,2021/12/6 17:45
64.2,0.364564346,2021/12/6 17:45
63.3,0.365096751,2021/12/6 17:45
62.8,0.365363537,2021/12/6 17:45
62.6,0.365764448,2021/12/6 17:45
62.8,0.365831364,2021/12/6 17:45
63.3,0.36589828,2021/12/6 17:45
63.8,0.36589828,2021/12/6 17:45
64.4,0.366703337,2021/12/6 17:45
65.1,0.366568915,2021/12/6 17:45
65.7,0.366703337,2021/12/6 17:45
66,0.367107195,2021/12/6 17:45
66.1,0.367376929,2021/12/6 17:45
66,0.367376929,2021/12/6 17:45
65.7,0.367917586,2021/12/6 17:45
65.1,0.368188513,2021/12/6 17:45
64.8,0.368188513,2021/12/6 17:45
65,0.368188513,2021/12/6 17:45
65.7,0.368731563,2021/12/6 17:45
66.7,0.368731563,2021/12/6 17:45
68.1,0.36900369,2021/12/6 17:45
69.4,0.369276219,2021/12/6 17:45
70.4,0.369412684,2021/12/6 17:45
70.7,0.36954915,2021/12/6 17:45
70.6,0.369959304,2021/12/6 17:45
70.4,0.369822536,2021/12/6 17:45
70.4,0.370096225,2021/12/6 17:45
70.5,0.370507595,2021/12/6 17:45
71,0.370782351,2021/12/6 17:45
71.8,0.370782351,2021/12/6 17:45
73.2,0.371471025,2021/12/6 17:45
73.4,0.371471025,2021/12/6 17:45
73.2,0.371471025,2021/12/6 17:45
72.7,0.371747212,2021/12/6 17:45
72,0.372162263,2021/12/6 17:45
71.3,0.372439479,2021/12/6 17:45
70.7,0.372300819,2021/12/6 17:45
70.4,0.372717108,2021/12/6 17:45
70.1,0.372995151,2021/12/6 17:45
70,0.372995151,2021/12/6 17:45
70.1,0.373552484,2021/12/6 17:45
70.4,0.373692078,2021/12/6 17:45
70.6,0.373831776,2021/12/6 17:45
70.7,0.373692078,2021/12/6 17:45
70.6,0.374391614,2021/12/6 17:45
70.4,0.374601999,2021/12/6 17:45
69.7,0.374391614,2021/12/6 17:45
69,0.375093773,2021/12/6 17:45
68.4,0.375093773,2021/12/6 17:45
68,0.375093773,2021/12/6 17:45
67.7,0.375164148,2021/12/6 17:45
67.7,0.37593985,2021/12/6 17:46
67.8,0.375798572,2021/12/6 17:46
68,0.376364321,2021/12/6 17:46
68.2,0.376506024,2021/12/6 17:46
68.6,0.376506024,2021/12/6 17:46
69.3,0.376647888,2021/12/6 17:46
70.4,0.377358491,2021/12/6 17:46
71.6,0.377073906,2021/12/6 17:46
73,0.377786173,2021/12/6 17:46
74.2,0.377928949,2021/12/6 17:46
75,0.377928949,2021/12/6 17:46
75.4,0.377928949,2021/12/6 17:46
75.3,0.378501136,2021/12/6 17:46
75.2,0.378787879,2021/12/6 17:46
75,0.378787879,2021/12/6 17:46
75,0.379075057,2021/12/6 17:46
75,0.379218864,2021/12/6 17:46
75.1,0.379362671,2021/12/6 17:46
75,0.379362671,2021/12/6 17:46
74.6,0.37993921,2021/12/6 17:46
74,0.37993921,2021/12/6 17:46
73.3,0.37993921,2021/12/6 17:46
72.7,0.380372765,2021/12/6 17:46
72.1,0.380228137,2021/12/6 17:46
71.5,0.380517504,2021/12/6 17:46
71,0.380807312,2021/12/6 17:46
70.4,0.380807312,2021/12/6 17:46
69.5,0.380807312,2021/12/6 17:46
68.8,0.381388253,2021/12/6 17:46
68.2,0.381097561,2021/12/6 17:46
68,0.381388253,2021/12/6 17:46
67.9,0.381679389,2021/12/6 17:46
68,0.38197097,2021/12/6 17:46
68.1,0.38197097,2021/12/6 17:46
68,0.382116928,2021/12/6 17:46
67.9,0.382555471,2021/12/6 17:46
68.2,0.382701875,2021/12/6 17:46
69.2,0.382701875,2021/12/6 17:46
71.1,0.382775134,2021/12/6 17:46
73.6,0.382701875,2021/12/6 17:46
76.3,0.383435583,2021/12/6 17:46
78.5,0.383582662,2021/12/6 17:46
79.7,0.383582662,2021/12/6 17:46
79.6,0.384098343,2021/12/6 17:46
78.4,0.384172109,2021/12/6 17:46
76.7,0.384172109,2021/12/6 17:46
75,0.384467512,2021/12/6 17:46
73.7,0.384763371,2021/12/6 17:46
73,0.384763371,2021/12/6 17:46
72.8,0.385059684,2021/12/6 17:46
72.7,0.385505069,2021/12/6 17:46
72.3,0.385653683,2021/12/6 17:46
71.7,0.385653683,2021/12/6 17:46
71,0.385802469,2021/12/6 17:46
70.4,0.386249517,2021/12/6 17:46
69.9,0.386249517,2021/12/6 17:46
69.8,0.386398764,2021/12/6 17:46
70.1,0.386473444,2021/12/6 17:46
70.4,0.386398764,2021/12/6 17:46
70.4,0.386996904,2021/12/6 17:46
70.4,0.387146787,2021/12/6 17:47
70.3,0.387296669,2021/12/6 17:47
70.4,0.387596899,2021/12/6 17:47
70.5,0.387897595,2021/12/6 17:47
71.1,0.387897595,2021/12/6 17:47
71.9,0.387972857,2021/12/6 17:47
72.7,0.388500389,2021/12/6 17:47
73.2,0.388500389,2021/12/6 17:47
73.4,0.388500389,2021/12/6 17:47
73.2,0.389105058,2021/12/6 17:47
72.7,0.38925652,2021/12/6 17:47
71.9,0.38925652,2021/12/6 17:47
71.2,0.389559797,2021/12/6 17:47
70.6,0.389863548,2021/12/6 17:47
70.4,0.389863548,2021/12/6 17:47
70.2,0.390320122,2021/12/6 17:47
70.2,0.390320122,2021/12/6 17:47
70.3,0.390625,2021/12/6 17:47
70.4,0.391006858,2021/12/6 17:47
70.3,0.391236307,2021/12/6 17:47
70.2,0.391236307,2021/12/6 17:47
70.2,0.391389492,2021/12/6 17:47
70.4,0.39184953,2021/12/6 17:47
70.6,0.392003196,2021/12/6 17:47
71.2,0.392156863,2021/12/6 17:47
71.9,0.392156863,2021/12/6 17:47
72.7,0.392156863,2021/12/6 17:47
73.2,0.392772977,2021/12/6 17:47
73.3,0.393081761,2021/12/6 17:47
73.2,0.392850143,2021/12/6 17:47
72.7,0.393236335,2021/12/6 17:47
71.9,0.393545848,2021/12/6 17:47
71.2,0.393933563,2021/12/6 17:47
70.6,0.394166338,2021/12/6 17:47
70.4,0.394321767,2021/12/6 17:47
70.2,0.394166338,2021/12/6 17:47
70.2,0.394321767,2021/12/6 17:47
70.3,0.394944708,2021/12/6 17:47
70.4,0.394866748,2021/12/6 17:47
70.2,0.39556962,2021/12/6 17:47
70.2,0.39556962,2021/12/6 17:47
70.2,0.39556962,2021/12/6 17:47
70.4,0.395647889,2021/12/6 17:47
70.5,0.396196513,2021/12/6 17:47
70.6,0.39627503,2021/12/6 17:47
70.6,0.396353547,2021/12/6 17:47
70.4,0.396667989,2021/12/6 17:47
69.7,0.39698293,2021/12/6 17:47
69,0.39698293,2021/12/6 17:47
68.3,0.397140588,2021/12/6 17:47
68,0.397614314,2021/12/6 17:47
68,0.397693394,2021/12/6 17:47
68.6,0.397772474,2021/12/6 17:47
69.4,0.39824771,2021/12/6 17:47
70.4,0.398406375,2021/12/6 17:47
70.9,0.398406375,2021/12/6 17:47
71.1,0.398406375,2021/12/6 17:47
70.9,0.398724083,2021/12/6 17:47
70.4,0.399042298,2021/12/6 17:47
69.7,0.399201597,2021/12/6 17:47
69.4,0.399201597,2021/12/6 17:48
69.6,0.399600416,2021/12/6 17:48
70.4,0.399840064,2021/12/6 17:48
71.2,0.399840064,2021/12/6 17:48
72.1,0.4,2021/12/6 17:48
72.7,0.400480577,2021/12/6 17:48
72.7,0.400641026,2021/12/6 17:48
72.1,0.400641026,2021/12/6 17:48
71.4,0.400641026,2021/12/6 17:48
70.7,0.401284109,2021/12/6 17:48
70.4,0.401284109,2021/12/6 17:48
70.3,0.401445203,2021/12/6 17:48
70.6,0.40192926,2021/12/6 17:48
70.4,0.402090873,2021/12/6 17:48
69.5,0.402333551,2021/12/6 17:48
68.2,0.402738623,2021/12/6 17:48
66.8,0.402738623,2021/12/6 17:48
65.7,0.403063281,2021/12/6 17:48
64.9,0.402819755,2021/12/6 17:48
64.7,0.403225806,2021/12/6 17:48
65,0.403551251,2021/12/6 17:48
65.7,0.403551251,2021/12/6 17:48
