GSR,csv_time_GSR
2.172496198,2021/3/14 11:17
2.173440556,2021/3/14 11:17
2.179123992,2021/3/14 11:17
2.177226214,2021/3/14 11:17
2.180074123,2021/3/14 11:17
2.177226214,2021/3/14 11:17
2.177226214,2021/3/14 11:17
2.180074123,2021/3/14 11:17
2.177226214,2021/3/14 11:17
2.176752286,2021/3/14 11:17
2.174858634,2021/3/14 11:17
2.173913043,2021/3/14 11:17
2.183406114,2021/3/14 11:17
2.17817469,2021/3/14 11:17
2.181025082,2021/3/14 11:17
2.177226214,2021/3/14 11:17
2.174858634,2021/3/14 11:17
2.179598954,2021/3/14 11:17
2.181500873,2021/3/14 11:17
2.181025082,2021/3/14 11:17
2.17817469,2021/3/14 11:17
2.17817469,2021/3/14 11:17
2.185314685,2021/3/14 11:17
2.181976871,2021/3/14 11:17
2.181025082,2021/3/14 11:17
2.181025082,2021/3/14 11:17
2.179123992,2021/3/14 11:17
2.182929491,2021/3/14 11:17
2.177700348,2021/3/14 11:17
2.181025082,2021/3/14 11:17
2.175805048,2021/3/14 11:17
2.177226214,2021/3/14 11:17
2.181025082,2021/3/14 11:17
2.176752286,2021/3/14 11:17
2.177700348,2021/3/14 11:17
2.175805048,2021/3/14 11:17
2.177226214,2021/3/14 11:17
2.181025082,2021/3/14 11:17
2.180549498,2021/3/14 11:17
2.175805048,2021/3/14 11:17
2.176278564,2021/3/14 11:17
2.175331738,2021/3/14 11:17
2.206531333,2021/3/14 11:17
2.21141088,2021/3/14 11:17
2.207018318,2021/3/14 11:17
2.203128442,2021/3/14 11:17
2.200220022,2021/3/14 11:17
2.194907814,2021/3/14 11:17
2.207505519,2021/3/14 11:17
2.208480565,2021/3/14 11:17
2.205558006,2021/3/14 11:17
2.196836555,2021/3/14 11:17
2.205071665,2021/3/14 11:17
2.179123992,2021/3/14 11:17
2.204099625,2021/3/14 11:17
2.202158115,2021/3/14 11:17
2.202158115,2021/3/14 11:17
2.192982456,2021/3/14 11:17
2.207505519,2021/3/14 11:17
2.194907814,2021/3/14 11:17
2.196354052,2021/3/14 11:17
2.208480565,2021/3/14 11:17
2.196836555,2021/3/14 11:17
2.202158115,2021/3/14 11:17
2.192501644,2021/3/14 11:17
2.19876869,2021/3/14 11:17
2.205071665,2021/3/14 11:17
2.192021043,2021/3/14 11:17
2.192982456,2021/3/14 11:17
2.19731927,2021/3/14 11:17
2.200220022,2021/3/14 11:17
2.208480565,2021/3/14 11:17
2.192982456,2021/3/14 11:17
2.193944713,2021/3/14 11:17
2.202643172,2021/3/14 11:17
2.19876869,2021/3/14 11:17
2.202643172,2021/3/14 11:17
2.192982456,2021/3/14 11:17
2.198285337,2021/3/14 11:17
2.201673272,2021/3/14 11:17
2.199736032,2021/3/14 11:17
2.203613927,2021/3/14 11:17
2.19731927,2021/3/14 11:17
2.204585538,2021/3/14 11:17
2.195389682,2021/3/14 11:17
2.199736032,2021/3/14 11:17
2.195389682,2021/3/14 11:17
2.200704225,2021/3/14 11:17
2.172496198,2021/3/14 11:17
2.175331738,2021/3/14 11:17
2.168256722,2021/3/14 11:17
2.171081198,2021/3/14 11:17
2.168256722,2021/3/14 11:17
2.169197397,2021/3/14 11:17
2.171081198,2021/3/14 11:17
2.17155266,2021/3/14 11:17
2.175331738,2021/3/14 11:17
2.172496198,2021/3/14 11:17
2.174385736,2021/3/14 11:17
2.174385736,2021/3/14 11:17
2.168256722,2021/3/14 11:17
2.180074123,2021/3/14 11:17
2.167316862,2021/3/14 11:17
2.166377816,2021/3/14 11:17
2.173440556,2021/3/14 11:17
2.165439584,2021/3/14 11:17
2.169197397,2021/3/14 11:17
2.168256722,2021/3/14 11:17
2.165439584,2021/3/14 11:17
2.176752286,2021/3/14 11:17
2.161694769,2021/3/14 11:17
2.161694769,2021/3/14 11:17
2.164502165,2021/3/14 11:17
2.164502165,2021/3/14 11:17
2.160760588,2021/3/14 11:17
2.162629758,2021/3/14 11:17
2.159827214,2021/3/14 11:17
2.160760588,2021/3/14 11:17
2.164502165,2021/3/14 11:17
2.160760588,2021/3/14 11:17
2.163565556,2021/3/14 11:17
2.158428664,2021/3/14 11:17
2.160760588,2021/3/14 11:17
2.170138889,2021/3/14 11:17
2.158428664,2021/3/14 11:17
2.1602938,2021/3/14 11:17
2.159827214,2021/3/14 11:17
2.166377816,2021/3/14 11:17
2.172496198,2021/3/14 11:17
2.166377816,2021/3/14 11:17
2.169197397,2021/3/14 11:17
2.169668041,2021/3/14 11:17
2.171081198,2021/3/14 11:17
2.193944713,2021/3/14 11:17
2.195871761,2021/3/14 11:17
2.202158115,2021/3/14 11:17
2.187226597,2021/3/14 11:17
2.193463479,2021/3/14 11:17
2.200220022,2021/3/14 11:17
2.200704225,2021/3/14 11:17
2.194426158,2021/3/14 11:17
2.19731927,2021/3/14 11:17
2.199736032,2021/3/14 11:17
2.19731927,2021/3/14 11:17
2.19731927,2021/3/14 11:17
2.200220022,2021/3/14 11:17
2.199252254,2021/3/14 11:17
2.200220022,2021/3/14 11:17
2.188183807,2021/3/14 11:17
2.190580504,2021/3/14 11:17
2.198285337,2021/3/14 11:17
2.19731927,2021/3/14 11:17
2.200220022,2021/3/14 11:17
2.196354052,2021/3/14 11:17
2.182453077,2021/3/14 11:17
2.195389682,2021/3/14 11:17
2.196354052,2021/3/14 11:17
2.18483723,2021/3/14 11:17
2.196354052,2021/3/14 11:17
2.188662727,2021/3/14 11:17
2.194907814,2021/3/14 11:17
2.189621196,2021/3/14 11:17
2.199252254,2021/3/14 11:17
2.188662727,2021/3/14 11:17
2.194426158,2021/3/14 11:17
2.195871761,2021/3/14 11:17
2.200704225,2021/3/14 11:17
2.19731927,2021/3/14 11:17
2.192021043,2021/3/14 11:17
2.196354052,2021/3/14 11:17
2.192021043,2021/3/14 11:17
2.188662727,2021/3/14 11:17
2.175331738,2021/3/14 11:17
2.193463479,2021/3/14 11:17
2.194907814,2021/3/14 11:17
2.201673272,2021/3/14 11:17
2.19876869,2021/3/14 11:17
2.201673272,2021/3/14 11:17
2.194907814,2021/3/14 11:17
2.176278564,2021/3/14 11:17
2.173440556,2021/3/14 11:17
2.170609941,2021/3/14 11:17
2.171081198,2021/3/14 11:17
2.169668041,2021/3/14 11:17
2.166377816,2021/3/14 11:17
2.175805048,2021/3/14 11:17
2.177226214,2021/3/14 11:17
2.170138889,2021/3/14 11:17
2.169197397,2021/3/14 11:17
2.167316862,2021/3/14 11:17
2.174385736,2021/3/14 11:17
2.169197397,2021/3/14 11:17
2.173440556,2021/3/14 11:17
2.168256722,2021/3/14 11:17
2.167316862,2021/3/14 11:17
2.169197397,2021/3/14 11:17
2.168256722,2021/3/14 11:17
2.172496198,2021/3/14 11:17
2.169197397,2021/3/14 11:17
2.167316862,2021/3/14 11:17
2.175331738,2021/3/14 11:17
2.170609941,2021/3/14 11:17
2.182453077,2021/3/14 11:17
2.170609941,2021/3/14 11:17
2.167316862,2021/3/14 11:17
2.175331738,2021/3/14 11:17
2.17155266,2021/3/14 11:17
2.173440556,2021/3/14 11:17
2.169197397,2021/3/14 11:17
2.177226214,2021/3/14 11:17
2.175331738,2021/3/14 11:17
2.172496198,2021/3/14 11:17
2.172496198,2021/3/14 11:17
2.176278564,2021/3/14 11:17
2.172496198,2021/3/14 11:17
2.168256722,2021/3/14 11:17
2.166377816,2021/3/14 11:17
2.169197397,2021/3/14 11:17
2.167316862,2021/3/14 11:17
2.174385736,2021/3/14 11:17
2.165908599,2021/3/14 11:17
2.167316862,2021/3/14 11:17
2.170609941,2021/3/14 11:17
2.167316862,2021/3/14 11:17
2.17155266,2021/3/14 11:17
2.193463479,2021/3/14 11:17
2.183882944,2021/3/14 11:17
2.195871761,2021/3/14 11:17
2.196354052,2021/3/14 11:17
2.19731927,2021/3/14 11:17
2.188662727,2021/3/14 11:17
2.197802198,2021/3/14 11:17
2.200220022,2021/3/14 11:17
2.192021043,2021/3/14 11:17
2.183406114,2021/3/14 11:17
2.191060473,2021/3/14 11:17
2.168256722,2021/3/14 11:17
2.172496198,2021/3/14 11:17
2.174385736,2021/3/14 11:17
2.167316862,2021/3/14 11:17
2.168256722,2021/3/14 11:17
2.165908599,2021/3/14 11:17
2.167316862,2021/3/14 11:17
2.172496198,2021/3/14 11:17
2.167316862,2021/3/14 11:17
2.164970773,2021/3/14 11:17
2.169197397,2021/3/14 11:17
2.164970773,2021/3/14 11:17
2.169197397,2021/3/14 11:17
2.166377816,2021/3/14 11:17
2.163097556,2021/3/14 11:17
2.189141856,2021/3/14 11:17
2.196836555,2021/3/14 11:17
2.194907814,2021/3/14 11:17
2.189621196,2021/3/14 11:17
2.194426158,2021/3/14 11:17
2.19876869,2021/3/14 11:17
2.19876869,2021/3/14 11:17
2.197802198,2021/3/14 11:17
2.191060473,2021/3/14 11:17
2.19876869,2021/3/14 11:17
2.202158115,2021/3/14 11:17
2.192982456,2021/3/14 11:17
2.183406114,2021/3/14 11:17
2.192021043,2021/3/14 11:17
2.193944713,2021/3/14 11:17
2.18579235,2021/3/14 11:17
2.193944713,2021/3/14 11:17
2.198285337,2021/3/14 11:17
2.193944713,2021/3/14 11:17
2.173913043,2021/3/14 11:17
2.169668041,2021/3/14 11:17
2.170138889,2021/3/14 11:17
2.172968275,2021/3/14 11:17
2.168256722,2021/3/14 11:17
2.167316862,2021/3/14 11:17
2.172968275,2021/3/14 11:17
2.168256722,2021/3/14 11:17
2.171081198,2021/3/14 11:17
2.168256722,2021/3/14 11:17
2.165908599,2021/3/14 11:17
2.172968275,2021/3/14 11:17
2.169197397,2021/3/14 11:17
2.171081198,2021/3/14 11:17
2.166847237,2021/3/14 11:17
2.164970773,2021/3/14 11:17
2.172968275,2021/3/14 11:17
2.166847237,2021/3/14 11:17
2.165908599,2021/3/14 11:17
2.166847237,2021/3/14 11:17
2.164033759,2021/3/14 11:17
2.1486893,2021/3/14 11:17
2.167316862,2021/3/14 11:17
2.166847237,2021/3/14 11:17
2.163097556,2021/3/14 11:17
2.166847237,2021/3/14 11:17
2.164033759,2021/3/14 11:17
2.163097556,2021/3/14 11:17
2.175805048,2021/3/14 11:17
2.168256722,2021/3/14 11:17
2.169197397,2021/3/14 11:17
2.164970773,2021/3/14 11:17
2.164502165,2021/3/14 11:17
2.169197397,2021/3/14 11:17
2.161694769,2021/3/14 11:17
2.164970773,2021/3/14 11:17
2.164033759,2021/3/14 11:17
2.164970773,2021/3/14 11:17
2.169197397,2021/3/14 11:17
2.164970773,2021/3/14 11:17
2.164970773,2021/3/14 11:17
2.166377816,2021/3/14 11:17
2.163097556,2021/3/14 11:17
2.164970773,2021/3/14 11:17
2.164970773,2021/3/14 11:17
2.169197397,2021/3/14 11:17
2.191060473,2021/3/14 11:17
2.183882944,2021/3/14 11:17
2.190580504,2021/3/14 11:17
2.199252254,2021/3/14 11:17
2.190580504,2021/3/14 11:17
2.187705097,2021/3/14 11:17
2.192982456,2021/3/14 11:17
2.195871761,2021/3/14 11:17
2.189621196,2021/3/14 11:17
2.18579235,2021/3/14 11:17
2.190580504,2021/3/14 11:17
2.188662727,2021/3/14 11:17
2.189141856,2021/3/14 11:17
2.186270223,2021/3/14 11:17
2.19731927,2021/3/14 11:17
2.192021043,2021/3/14 11:17
2.185314685,2021/3/14 11:17
2.186748305,2021/3/14 11:17
2.187705097,2021/3/14 11:17
2.189621196,2021/3/14 11:17
2.191060473,2021/3/14 11:17
2.183406114,2021/3/14 11:17
2.200220022,2021/3/14 11:17
2.202158115,2021/3/14 11:17
2.196836555,2021/3/14 11:17
2.194907814,2021/3/14 11:17
2.192982456,2021/3/14 11:17
2.191060473,2021/3/14 11:17
2.187226597,2021/3/14 11:17
2.193944713,2021/3/14 11:17
2.190580504,2021/3/14 11:17
2.189621196,2021/3/14 11:17
2.207018318,2021/3/14 11:17
2.195389682,2021/3/14 11:17
2.190100745,2021/3/14 11:17
2.190100745,2021/3/14 11:17
2.19731927,2021/3/14 11:17
2.187705097,2021/3/14 11:17
2.19876869,2021/3/14 11:17
2.193463479,2021/3/14 11:17
2.192982456,2021/3/14 11:17
2.181976871,2021/3/14 11:17
2.196836555,2021/3/14 11:17
2.188662727,2021/3/14 11:17
2.165908599,2021/3/14 11:17
2.162162162,2021/3/14 11:17
2.155636991,2021/3/14 11:17
2.1602938,2021/3/14 11:17
2.157497303,2021/3/14 11:17
2.157031924,2021/3/14 11:17
2.156566746,2021/3/14 11:17
2.156101768,2021/3/14 11:17
2.155172414,2021/3/14 11:17
2.159360829,2021/3/14 11:17
2.157497303,2021/3/14 11:17
2.161694769,2021/3/14 11:17
2.158428664,2021/3/14 11:17
2.157497303,2021/3/14 11:17
2.1602938,2021/3/14 11:17
2.156566746,2021/3/14 11:17
2.165908599,2021/3/14 11:17
2.163097556,2021/3/14 11:17
2.163097556,2021/3/14 11:17
2.169197397,2021/3/14 11:17
2.165908599,2021/3/14 11:17
2.164970773,2021/3/14 11:17
2.158894646,2021/3/14 11:17
2.166377816,2021/3/14 11:17
2.163565556,2021/3/14 11:17
2.163097556,2021/3/14 11:17
2.166847237,2021/3/14 11:17
2.158894646,2021/3/14 11:17
2.158894646,2021/3/14 11:17
2.161694769,2021/3/14 11:17
2.159827214,2021/3/14 11:17
2.162629758,2021/3/14 11:17
2.162162162,2021/3/14 11:17
2.158894646,2021/3/14 11:17
2.164970773,2021/3/14 11:17
2.160760588,2021/3/14 11:17
2.164970773,2021/3/14 11:17
2.161694769,2021/3/14 11:17
2.161694769,2021/3/14 11:17
2.183406114,2021/3/14 11:17
2.161694769,2021/3/14 11:17
2.164970773,2021/3/14 11:17
2.161694769,2021/3/14 11:17
2.163097556,2021/3/14 11:17
2.165908599,2021/3/14 11:17
2.161694769,2021/3/14 11:17
2.163565556,2021/3/14 11:17
2.187705097,2021/3/14 11:17
2.187226597,2021/3/14 11:17
2.195389682,2021/3/14 11:17
2.140869193,2021/3/14 11:17
2.186748305,2021/3/14 11:17
2.18483723,2021/3/14 11:17
2.187226597,2021/3/14 11:17
2.183406114,2021/3/14 11:17
2.186270223,2021/3/14 11:17
2.190100745,2021/3/14 11:17
2.189621196,2021/3/14 11:17
2.177226214,2021/3/14 11:17
2.184359983,2021/3/14 11:17
2.192021043,2021/3/14 11:17
2.187226597,2021/3/14 11:17
2.181500873,2021/3/14 11:17
2.188662727,2021/3/14 11:17
2.191060473,2021/3/14 11:17
2.185314685,2021/3/14 11:17
2.196836555,2021/3/14 11:17
2.181976871,2021/3/14 11:17
2.182929491,2021/3/14 11:17
2.18579235,2021/3/14 11:17
2.180549498,2021/3/14 11:17
2.188183807,2021/3/14 11:17
2.182929491,2021/3/14 11:17
2.178649237,2021/3/14 11:17
2.176752286,2021/3/14 11:17
2.176278564,2021/3/14 11:17
2.180549498,2021/3/14 11:17
2.181976871,2021/3/14 11:17
2.181025082,2021/3/14 11:17
2.192501644,2021/3/14 11:17
2.179123992,2021/3/14 11:17
2.185314685,2021/3/14 11:17
2.194426158,2021/3/14 11:17
2.172968275,2021/3/14 11:17
2.173913043,2021/3/14 11:17
2.181025082,2021/3/14 11:17
2.181976871,2021/3/14 11:17
2.174385736,2021/3/14 11:17
2.174385736,2021/3/14 11:17
2.182453077,2021/3/14 11:17
2.180074123,2021/3/14 11:17
2.180549498,2021/3/14 11:17
2.175805048,2021/3/14 11:17
2.163097556,2021/3/14 11:17
2.15424386,2021/3/14 11:17
2.151925974,2021/3/14 11:17
2.155172414,2021/3/14 11:17
2.151925974,2021/3/14 11:17
2.15424386,2021/3/14 11:17
2.151925974,2021/3/14 11:17
2.155172414,2021/3/14 11:17
2.155172414,2021/3/14 11:17
2.151925974,2021/3/14 11:17
2.15285253,2021/3/14 11:17
2.150075253,2021/3/14 11:17
2.153316107,2021/3/14 11:17
2.155172414,2021/3/14 11:17
2.151000215,2021/3/14 11:17
2.155172414,2021/3/14 11:17
2.159827214,2021/3/14 11:17
2.154708037,2021/3/14 11:17
2.15285253,2021/3/14 11:17
2.151000215,2021/3/14 11:17
2.15424386,2021/3/14 11:17
2.150075253,2021/3/14 11:17
2.145922747,2021/3/14 11:17
2.15424386,2021/3/14 11:17
2.150075253,2021/3/14 11:17
2.15424386,2021/3/14 11:17
2.150075253,2021/3/14 11:17
2.15285253,2021/3/14 11:17
2.15424386,2021/3/14 11:17
2.150075253,2021/3/14 11:17
2.144082333,2021/3/14 11:17
2.146844139,2021/3/14 11:17
2.147305132,2021/3/14 11:17
2.145462347,2021/3/14 11:17
2.143622722,2021/3/14 11:17
2.143163309,2021/3/14 11:17
2.140410959,2021/3/14 11:17
2.141327623,2021/3/14 11:17
2.143163309,2021/3/14 11:17
2.139037433,2021/3/14 11:17
2.145462347,2021/3/14 11:17
2.137208805,2021/3/14 11:17
2.144082333,2021/3/14 11:17
2.139952921,2021/3/14 11:17
2.144082333,2021/3/14 11:17
2.1486893,2021/3/14 11:17
2.161694769,2021/3/14 11:17
2.161694769,2021/3/14 11:17
2.169668041,2021/3/14 11:17
2.179598954,2021/3/14 11:17
2.172968275,2021/3/14 11:17
2.168726957,2021/3/14 11:17
2.180074123,2021/3/14 11:17
2.177226214,2021/3/14 11:17
2.161694769,2021/3/14 11:17
2.176278564,2021/3/14 11:17
2.172024327,2021/3/14 11:17
2.179123992,2021/3/14 11:17
2.182929491,2021/3/14 11:17
2.170609941,2021/3/14 11:17
2.169668041,2021/3/14 11:17
2.165439584,2021/3/14 11:17
2.176278564,2021/3/14 11:17
2.167316862,2021/3/14 11:17
2.174858634,2021/3/14 11:17
2.168726957,2021/3/14 11:17
2.178649237,2021/3/14 11:17
2.168256722,2021/3/14 11:17
2.166377816,2021/3/14 11:17
2.181500873,2021/3/14 11:17
2.173913043,2021/3/14 11:17
2.169197397,2021/3/14 11:17
2.179123992,2021/3/14 11:17
2.170609941,2021/3/14 11:17
2.186270223,2021/3/14 11:17
2.171081198,2021/3/14 11:17
2.146844139,2021/3/14 11:17
2.171081198,2021/3/14 11:17
2.175331738,2021/3/14 11:17
2.174858634,2021/3/14 11:17
2.162162162,2021/3/14 11:17
2.169668041,2021/3/14 11:17
2.173440556,2021/3/14 11:17
2.179123992,2021/3/14 11:17
2.174385736,2021/3/14 11:17
2.174385736,2021/3/14 11:17
2.169668041,2021/3/14 11:17
2.179598954,2021/3/14 11:17
2.16778669,2021/3/14 11:17
2.175331738,2021/3/14 11:17
2.172496198,2021/3/14 11:17
2.151925974,2021/3/14 11:17
2.145922747,2021/3/14 11:17
2.145922747,2021/3/14 11:17
2.1486893,2021/3/14 11:17
2.143622722,2021/3/14 11:17
2.146383344,2021/3/14 11:17
2.151462995,2021/3/14 11:17
2.143622722,2021/3/14 11:17
2.146383344,2021/3/14 11:17
2.142704093,2021/3/14 11:17
2.147766323,2021/3/14 11:17
2.143622722,2021/3/14 11:17
2.141327623,2021/3/14 11:17
2.145462347,2021/3/14 11:17
2.140410959,2021/3/14 11:17
2.15424386,2021/3/14 11:17
2.146383344,2021/3/14 11:17
2.140410959,2021/3/14 11:17
2.144082333,2021/3/14 11:17
2.143622722,2021/3/14 11:17
2.145462347,2021/3/14 11:17
2.146844139,2021/3/14 11:17
2.143163309,2021/3/14 11:17
2.151462995,2021/3/14 11:17
2.146844139,2021/3/14 11:17
2.147305132,2021/3/14 11:17
2.145462347,2021/3/14 11:17
2.14454214,2021/3/14 11:17
2.146383344,2021/3/14 11:17
2.146383344,2021/3/14 11:17
2.14961307,2021/3/14 11:17
2.146383344,2021/3/14 11:17
2.1486893,2021/3/14 11:17
2.156101768,2021/3/14 11:17
2.147305132,2021/3/14 11:17
2.150537634,2021/3/14 11:17
2.151462995,2021/3/14 11:17
2.146383344,2021/3/14 11:17
2.150537634,2021/3/14 11:17
2.147305132,2021/3/14 11:17
2.150537634,2021/3/14 11:17
2.147305132,2021/3/14 11:17
2.1486893,2021/3/14 11:17
2.152389152,2021/3/14 11:17
2.146383344,2021/3/14 11:17
2.153316107,2021/3/14 11:17
2.171081198,2021/3/14 11:17
2.166377816,2021/3/14 11:17
2.174858634,2021/3/14 11:17
2.172024327,2021/3/14 11:17
2.169668041,2021/3/14 11:17
2.163097556,2021/3/14 11:17
2.168726957,2021/3/14 11:17
2.175331738,2021/3/14 11:17
2.172968275,2021/3/14 11:17
2.17155266,2021/3/14 11:17
2.173440556,2021/3/14 11:17
2.160760588,2021/3/14 11:17
2.172496198,2021/3/14 11:17
2.171081198,2021/3/14 11:17
2.177226214,2021/3/14 11:17
2.171081198,2021/3/14 11:17
2.16778669,2021/3/14 11:17
2.174858634,2021/3/14 11:17
2.162162162,2021/3/14 11:17
2.155172414,2021/3/14 11:17
2.14454214,2021/3/14 11:17
2.146383344,2021/3/14 11:17
2.14454214,2021/3/14 11:17
2.148227712,2021/3/14 11:17
2.146383344,2021/3/14 11:17
2.143622722,2021/3/14 11:17
2.144082333,2021/3/14 11:17
2.14178625,2021/3/14 11:17
2.141327623,2021/3/14 11:17
2.147305132,2021/3/14 11:17
2.141327623,2021/3/14 11:17
2.147305132,2021/3/14 11:17
2.138122728,2021/3/14 11:17
2.145462347,2021/3/14 11:17
2.141327623,2021/3/14 11:17
2.162162162,2021/3/14 11:17
2.157962883,2021/3/14 11:17
2.161227577,2021/3/14 11:17
2.172968275,2021/3/14 11:17
2.163565556,2021/3/14 11:17
2.172968275,2021/3/14 11:17
2.166847237,2021/3/14 11:17
2.158894646,2021/3/14 11:17
2.165439584,2021/3/14 11:17
2.158894646,2021/3/14 11:17
2.150075253,2021/3/14 11:17
2.138122728,2021/3/14 11:17
2.141327623,2021/3/14 11:17
2.145462347,2021/3/14 11:17
2.140410959,2021/3/14 11:17
2.143163309,2021/3/14 11:17
2.140410959,2021/3/14 11:17
2.141327623,2021/3/14 11:17
2.141327623,2021/3/14 11:17
2.140410959,2021/3/14 11:17
2.145462347,2021/3/14 11:17
2.139037433,2021/3/14 11:17
2.139037433,2021/3/14 11:17
2.120441052,2021/3/14 11:17
2.139037433,2021/3/14 11:17
2.140869193,2021/3/14 11:17
2.140410959,2021/3/14 11:17
2.138122728,2021/3/14 11:17
2.145462347,2021/3/14 11:17
2.146844139,2021/3/14 11:17
2.147305132,2021/3/14 11:17
2.143163309,2021/3/14 11:17
2.146844139,2021/3/14 11:17
2.150537634,2021/3/14 11:17
2.146844139,2021/3/14 11:17
2.154708037,2021/3/14 11:17
2.147766323,2021/3/14 11:17
2.1486893,2021/3/14 11:17
2.14961307,2021/3/14 11:17
2.146844139,2021/3/14 11:17
2.146383344,2021/3/14 11:17
2.150075253,2021/3/14 11:17
2.147766323,2021/3/14 11:17
2.148227712,2021/3/14 11:17
2.146844139,2021/3/14 11:17
2.147305132,2021/3/14 11:17
2.147766323,2021/3/14 11:17
2.147766323,2021/3/14 11:17
2.151462995,2021/3/14 11:17
2.1486893,2021/3/14 11:17
2.15285253,2021/3/14 11:17
2.1486893,2021/3/14 11:17
2.150075253,2021/3/14 11:17
2.161694769,2021/3/14 11:17
2.151925974,2021/3/14 11:17
2.155172414,2021/3/14 11:17
2.178649237,2021/3/14 11:17
2.179123992,2021/3/14 11:17
2.18579235,2021/3/14 11:17
2.178649237,2021/3/14 11:17
2.17817469,2021/3/14 11:17
2.173913043,2021/3/14 11:17
2.180549498,2021/3/14 11:17
2.180549498,2021/3/14 11:17
2.173913043,2021/3/14 11:17
2.179598954,2021/3/14 11:17
2.178649237,2021/3/14 11:17
2.182453077,2021/3/14 11:17
2.178649237,2021/3/14 11:17
2.182929491,2021/3/14 11:17
2.172496198,2021/3/14 11:17
2.176278564,2021/3/14 11:17
2.182453077,2021/3/14 11:17
2.17155266,2021/3/14 11:17
2.176278564,2021/3/14 11:17
2.18483723,2021/3/14 11:17
2.181500873,2021/3/14 11:17
2.17817469,2021/3/14 11:17
2.181976871,2021/3/14 11:17
2.177226214,2021/3/14 11:17
2.191540653,2021/3/14 11:17
2.178649237,2021/3/14 11:17
2.172496198,2021/3/14 11:17
2.183882944,2021/3/14 11:17
2.172968275,2021/3/14 11:17
2.181025082,2021/3/14 11:17
2.182929491,2021/3/14 11:17
2.183882944,2021/3/14 11:17
2.178649237,2021/3/14 11:17
2.176278564,2021/3/14 11:17
2.188183807,2021/3/14 11:17
2.175331738,2021/3/14 11:17
2.182929491,2021/3/14 11:17
2.173913043,2021/3/14 11:17
2.178649237,2021/3/14 11:17
2.180549498,2021/3/14 11:17
2.17817469,2021/3/14 11:17
2.18579235,2021/3/14 11:17
2.177700348,2021/3/14 11:17
