heart_rate,motion,GSR,battery_info,time,fix_index
96.2,9.9936,1.686340689,100,2020/8/28 17:55,
97,9.9911,1.682651859,100,2020/8/28 17:55,
97.3,9.9796,1.68520391,100,2020/8/28 17:55,
97.1,9.9988,1.685630112,100,2020/8/28 17:55,
96.2,9.9936,1.68520391,100,2020/8/28 17:55,
94.6,10.0155,1.68520391,100,2020/8/28 17:55,
93.1,9.9846,1.68520391,100,2020/8/28 17:55,
91.9,9.996,1.684920014,100,2020/8/28 17:55,
91.5,9.9973,1.684920014,100,2020/8/28 17:55,
91.9,9.9969,1.686056314,100,2020/8/28 17:55,
93.5,9.9809,1.686909582,100,2020/8/28 17:56,
95.8,9.9793,1.686482948,100,2020/8/28 17:56,
98.5,9.9906,1.691761123,100,2020/8/28 17:56,
100.5,9.9828,1.691761123,100,2020/8/28 17:56,
101.4,9.9939,1.68890395,100,2020/8/28 17:56,
100.7,9.9918,1.694484465,100,2020/8/28 17:56,
98.5,9.9865,1.692906721,100,2020/8/28 17:56,
95,10.0044,1.690188758,100,2020/8/28 17:56,
91.2,9.9834,1.691761123,100,2020/8/28 17:56,
88.3,9.9941,1.689474573,100,2020/8/28 17:56,
86.9,9.984,1.686056314,100,2020/8/28 17:56,
88.6,10.0022,1.686056314,100,2020/8/28 17:56,
91.2,9.9963,1.683501684,100,2020/8/28 17:56,
93.8,9.9912,1.686056314,100,2020/8/28 17:56,
95.6,9.9851,1.686056314,100,2020/8/28 17:56,
96.4,9.9842,1.686056314,100,2020/8/28 17:56,
96.2,9.995,1.687478907,100,2020/8/28 17:56,
95.5,9.9889,1.68861871,100,2020/8/28 17:56,
94.7,9.9874,1.687194244,100,2020/8/28 17:56,
94.3,9.9857,1.68861871,100,2020/8/28 17:56,
94.6,9.9829,1.686909582,100,2020/8/28 17:56,
95.5,9.9908,1.68861871,100,2020/8/28 17:56,
96.6,9.989,1.687336647,100,2020/8/28 17:56,
97.6,9.9945,1.689474573,100,2020/8/28 17:56,
98.3,9.989,1.689474573,100,2020/8/28 17:56,
98.5,9.9885,1.687763713,100,2020/8/28 17:56,
98,9.9957,1.692047426,100,2020/8/28 17:56,
97.3,9.9812,1.691761123,100,2020/8/28 17:56,
96.5,9.9958,1.689902939,100,2020/8/28 17:56,
96.2,10.0058,1.691761123,100,2020/8/28 17:56,
96.3,10,1.692906721,100,2020/8/28 17:56,
97.4,9.9904,1.687763713,100,2020/8/28 17:56,
99.3,9.9893,1.689474573,100,2020/8/28 17:56,
101.7,10.007,1.68861871,100,2020/8/28 17:56,
104,10.0059,1.685346216,100,2020/8/28 17:56,
105.7,9.9931,1.686056314,100,2020/8/28 17:56,
106.3,9.9921,1.686056314,100,2020/8/28 17:56,
105.5,9.9942,1.683501684,100,2020/8/28 17:56,
103.2,9.9816,1.68520391,100,2020/8/28 17:56,
100,10.0125,1.68520391,100,2020/8/28 17:56,
96.6,10.0026,1.682651859,100,2020/8/28 17:56,
93.5,9.9883,1.682651859,100,2020/8/28 17:56,
91.2,9.9986,1.683501684,100,2020/8/28 17:56,
89.9,9.9853,1.682651859,100,2020/8/28 17:56,
89.7,10.0014,1.682651859,100,2020/8/28 17:56,
90,9.9991,1.68520391,100,2020/8/28 17:56,
90.3,10.0055,1.68520391,100,2020/8/28 17:56,
90.5,9.8275,1.681802893,100,2020/8/28 17:56,
90.4,9.9995,1.68520391,100,2020/8/28 17:56,
90,10.0076,1.68520391,100,2020/8/28 17:56,
89.4,9.9801,1.681237391,100,2020/8/28 17:56,
89,10.0066,1.68520391,100,2020/8/28 17:56,
89.2,9.9715,1.68520391,100,2020/8/28 17:56,
90,10.0073,1.683501684,100,2020/8/28 17:56,
91.2,9.9942,1.684778042,100,2020/8/28 17:56,
92.8,10.0026,1.685630112,100,2020/8/28 17:56,
94.5,9.9923,1.684068901,100,2020/8/28 17:56,
96.2,9.9876,1.686056314,100,2020/8/28 17:56,
97.3,9.9889,1.687478907,100,2020/8/28 17:56,
98,9.9964,1.683501684,100,2020/8/28 17:56,
98.3,9.9934,1.68861871,100,2020/8/28 17:57,
98.5,9.9826,1.688048808,100,2020/8/28 17:57,
98.4,10.0404,1.686056314,100,2020/8/28 17:57,
98.3,10.0044,1.683076771,100,2020/8/28 17:57,
98.4,9.9834,1.682651859,100,2020/8/28 17:57,
98.5,9.9902,1.681237391,100,2020/8/28 17:57,
98.5,10.0041,1.680107527,100,2020/8/28 17:57,
98.5,10.0013,1.681802893,100,2020/8/28 17:57,
98.5,9.9895,1.681802893,100,2020/8/28 17:57,
98.5,9.9821,1.679684326,100,2020/8/28 17:57,
98.3,9.9978,1.681520142,100,2020/8/28 17:57,
98.3,9.997,1.682651859,100,2020/8/28 17:57,
98.3,10.013,1.679402429,100,2020/8/28 17:57,
98.5,9.9978,1.682793449,100,2020/8/28 17:57,
98.6,9.9971,1.68520391,100,2020/8/28 17:57,
98.7,9.9981,1.682085977,100,2020/8/28 17:57,
98.7,9.9897,1.68520391,100,2020/8/28 17:57,
98.5,9.9847,1.684068901,100,2020/8/28 17:57,
98,10.0016,1.681237391,100,2020/8/28 17:57,
97.4,10.0004,1.68520391,100,2020/8/28 17:57,
96.7,10.0074,1.686056746,100,2020/8/28 17:57,
96.2,10.0056,1.683785197,100,2020/8/28 17:57,
95.7,9.9892,1.686056314,100,2020/8/28 17:57,
95.5,10.0162,1.686482948,100,2020/8/28 17:57,
95.7,9.9864,1.685487949,100,2020/8/28 17:57,
96.2,9.9817,1.687194244,100,2020/8/28 17:57,
96.5,10.0017,1.688048808,100,2020/8/28 17:57,
96.7,9.9953,1.686909582,100,2020/8/28 17:57,
96.7,9.9981,1.686909582,100,2020/8/28 17:57,
96.1,9.9844,1.68861871,100,2020/8/28 17:57,
95.1,10.0176,1.687478907,100,2020/8/28 17:57,
93.7,10.0058,1.683501684,100,2020/8/28 17:57,
92.5,9.9947,1.686056314,100,2020/8/28 17:57,
91.5,9.9928,1.68520391,100,2020/8/28 17:57,
90.8,9.9982,1.682793449,100,2020/8/28 17:57,
90.6,9.9986,1.686056314,100,2020/8/28 17:57,
90.9,9.9978,1.684920014,100,2020/8/28 17:57,
91.5,9.9976,1.682510413,100,2020/8/28 17:57,
92.1,9.9909,1.687194244,100,2020/8/28 17:57,
92.7,9.9962,1.68861871,100,2020/8/28 17:57,
93.3,10.0039,1.684068901,100,2020/8/28 17:57,
93.8,9.9908,1.689474573,100,2020/8/28 17:57,
94.2,9.9923,1.689474573,100,2020/8/28 17:57,
94.6,9.9916,1.687763713,100,2020/8/28 17:57,
95.2,9.9866,1.690331305,100,2020/8/28 17:57,
96.2,10.0013,1.689474573,100,2020/8/28 17:57,
97.4,9.987,1.687051889,100,2020/8/28 17:57,
99,10.0008,1.691332033,100,2020/8/28 17:57,
101.1,10.0003,1.694340901,100,2020/8/28 17:57,
103.2,9.9999,1.691761123,100,2020/8/28 17:57,
104.7,9.9936,1.693336829,100,2020/8/28 17:57,
105.4,10.0101,1.695202577,100,2020/8/28 17:57,
105,9.9955,1.696065129,100,2020/8/28 17:57,
103.2,9.9952,1.694628029,100,2020/8/28 17:57,
100.2,9.996,1.697216565,100,2020/8/28 17:57,
96.8,9.983,1.696065129,100,2020/8/28 17:57,
93.6,9.9967,1.694628029,100,2020/8/28 17:57,
91.2,9.9934,1.69865806,100,2020/8/28 17:57,
89.8,10.0077,1.699091097,100,2020/8/28 17:57,
89.6,10.0097,1.697216565,100,2020/8/28 17:57,
90.3,9.9896,1.70386778,100,2020/8/28 17:58,
91.5,9.9924,1.706484642,100,2020/8/28 17:58,
92.4,9.9999,1.703287394,100,2020/8/28 17:58,
93.1,9.9902,1.708379714,100,2020/8/28 17:58,
93.6,10.0047,1.708087808,100,2020/8/28 17:58,
93.8,10.0018,1.70401326,100,2020/8/28 17:58,
93.8,9.9851,1.708817498,100,2020/8/28 17:58,
93.8,10.0048,1.708817498,100,2020/8/28 17:58,
93.9,9.9754,1.707358716,100,2020/8/28 17:58,
93.8,9.9899,1.708817498,100,2020/8/28 17:58,
93.4,10.0067,1.711156792,100,2020/8/28 17:58,
92.8,9.9973,1.708817498,100,2020/8/28 17:58,
92.2,10.003,1.709693965,100,2020/8/28 17:58,
91.8,9.9868,1.709693965,100,2020/8/28 17:58,
91.6,9.9909,1.710863986,100,2020/8/28 17:58,
91.9,10.0065,1.709693965,100,2020/8/28 17:58,
93.8,9.9979,1.712328767,100,2020/8/28 17:58,
94.8,9.998,1.708963826,100,2020/8/28 17:58,
95.6,10.0047,1.712328767,100,2020/8/28 17:58,
96.1,9.9966,1.712328767,100,2020/8/28 17:58,
96.2,9.9892,1.709547837,100,2020/8/28 17:58,
95.7,10.0089,1.712328767,100,2020/8/28 17:58,
95,10.0074,1.712328767,100,2020/8/28 17:58,
94.3,9.9914,1.709693965,100,2020/8/28 17:58,
93.8,9.9825,1.714383881,100,2020/8/28 17:58,
93.4,10.0018,1.71320884,100,2020/8/28 17:58,
93.2,10.0043,1.710863986,100,2020/8/28 17:58,
93.4,9.9944,1.714530761,100,2020/8/28 17:58,
93.8,10.0058,1.713649329,100,2020/8/28 17:58,
94,10.0131,1.711742554,100,2020/8/28 17:58,
94.1,10.0055,1.714089818,100,2020/8/28 17:58,
94,9.9952,1.71320884,100,2020/8/28 17:58,
93.8,10.0076,1.713649329,100,2020/8/28 17:58,
93.4,9.9998,1.715854496,100,2020/8/28 17:58,
93.2,10,1.715854496,100,2020/8/28 17:58,
93.3,9.9794,1.713649329,100,2020/8/28 17:58,
93.8,9.9877,1.71320884,100,2020/8/28 17:58,
94.4,9.9935,1.715854496,100,2020/8/28 17:58,
95.1,9.994,1.715854496,100,2020/8/28 17:58,
95.7,9.9964,1.712915432,100,2020/8/28 17:58,
96.2,10.0109,1.716738197,100,2020/8/28 17:58,
96.4,9.9868,1.714089818,100,2020/8/28 17:58,
96.8,9.993,1.71320884,100,2020/8/28 17:58,
97.5,10.0139,1.714971703,100,2020/8/28 17:58,
98.5,9.9972,1.714089818,100,2020/8/28 17:58,
99.3,9.9968,1.71320884,100,2020/8/28 17:58,
99.8,10.0072,1.717475628,100,2020/8/28 17:58,
99.6,9.9903,1.715854496,100,2020/8/28 17:58,
98.5,9.9974,1.712475697,100,2020/8/28 17:58,
96.7,9.9962,1.715854496,100,2020/8/28 17:58,
94.8,9.9946,1.715854496,100,2020/8/28 17:58,
93.7,9.9935,1.711742554,100,2020/8/28 17:58,
93.8,9.9735,1.714089818,100,2020/8/28 17:58,
95,9.9961,1.714089818,100,2020/8/28 17:58,
97.1,9.9986,1.713649329,100,2020/8/28 17:58,
99.3,9.9872,1.714972157,100,2020/8/28 17:58,
100.8,10.0019,1.715854496,100,2020/8/28 17:58,
101.2,9.9952,1.714089818,100,2020/8/28 17:58,
100.6,9.998,1.71335562,100,2020/8/28 17:58,
99.5,9.9797,1.715854496,100,2020/8/28 17:58,
98.5,9.9934,1.715854496,100,2020/8/28 17:59,
98.1,9.9983,1.71320884,100,2020/8/28 17:59,
98.5,9.9973,1.715854496,100,2020/8/28 17:59,
99.6,10.0112,1.715854496,100,2020/8/28 17:59,
100.8,9.9911,1.70998677,100,2020/8/28 17:59,
101.5,9.9975,1.714089818,100,2020/8/28 17:59,
101.2,10.0056,1.715854496,100,2020/8/28 17:59,
100.2,9.9888,1.71130327,100,2020/8/28 17:59,
98.5,9.9865,1.715854496,100,2020/8/28 17:59,
96.5,9.9993,1.715854496,100,2020/8/28 17:59,
94.9,10.0008,1.712475697,100,2020/8/28 17:59,
94,9.9772,1.715854496,100,2020/8/28 17:59,
93.8,9.9912,1.715854496,100,2020/8/28 17:59,
94.1,9.9976,1.711742554,100,2020/8/28 17:59,
94.7,10.0052,1.714089818,100,2020/8/28 17:59,
95.5,10.0005,1.714089818,100,2020/8/28 17:59,
96.2,9.9937,1.711742554,100,2020/8/28 17:59,
96.4,9.9629,1.714971703,100,2020/8/28 17:59,
96.4,10.0039,1.715854496,100,2020/8/28 17:59,
96.3,9.9819,1.71320884,100,2020/8/28 17:59,
96.2,9.9857,1.714971703,100,2020/8/28 17:59,
95.9,9.9997,1.714089818,100,2020/8/28 17:59,
95.8,9.9937,1.714089818,100,2020/8/28 17:59,
95.9,9.9828,1.71130327,100,2020/8/28 17:59,
96.2,10.023,1.71320884,100,2020/8/28 17:59,
96.2,9.9998,1.711742554,100,2020/8/28 17:59,
96.2,9.9976,1.709109554,100,2020/8/28 17:59,
96.2,10.0137,1.710863986,100,2020/8/28 17:59,
96.2,9.9744,1.710863986,100,2020/8/28 17:59,
95.9,9.9944,1.708525592,100,2020/8/28 17:59,
95.9,9.9867,1.712328767,100,2020/8/28 17:59,
95.9,9.9901,1.712328767,100,2020/8/28 17:59,
96.2,10.0215,1.707358716,100,2020/8/28 17:59,
96.3,9.9919,1.710132648,100,2020/8/28 17:59,
96.4,10.0116,1.708817498,100,2020/8/28 17:59,
96.4,10.0094,1.706484642,100,2020/8/28 17:59,
96.2,9.9836,1.707650323,100,2020/8/28 17:59,
95.6,10.0008,1.706484642,100,2020/8/28 17:59,
95,9.9992,1.704593893,100,2020/8/28 17:59,
94.3,9.9792,1.705030036,100,2020/8/28 17:59,
93.8,10.0107,1.70386778,100,2020/8/28 17:59,
93.4,10.0018,1.70039109,100,2020/8/28 17:59,
93.2,10.0055,1.698081168,100,2020/8/28 17:59,
93.4,9.9963,1.69865806,100,2020/8/28 17:59,
93.8,10.0089,1.697216565,100,2020/8/28 17:59,
94.1,10.0102,1.693766938,100,2020/8/28 17:59,
94.2,9.9886,1.695202577,100,2020/8/28 17:59,
94.1,9.9787,1.694340901,100,2020/8/28 17:59,
93.8,10.0023,1.69190425,100,2020/8/28 17:59,
93.3,9.9926,1.69405392,100,2020/8/28 17:59,
93,9.9863,1.693766938,100,2020/8/28 17:59,
93.2,10.001,1.691188906,100,2020/8/28 17:59,
93.8,10.0039,1.695202577,100,2020/8/28 17:59,
94.6,10.0045,1.694484465,100,2020/8/28 17:59,
95.4,9.9997,1.69004568,100,2020/8/28 17:59,
95.9,10.0011,1.695202577,100,2020/8/28 17:59,
96.2,9.9937,1.694915303,100,2020/8/28 17:59,
95.9,9.9862,1.692906721,100,2020/8/28 17:59,
95.7,10.0121,1.693766938,100,2020/8/28 17:59,
95.7,10.0092,1.695202577,100,2020/8/28 17:59,
96.2,9.9986,1.691188906,100,2020/8/28 18:00,
96.7,9.9932,1.693766938,100,2020/8/28 18:00,
97.1,10.0104,1.693766938,100,2020/8/28 18:00,
97.1,9.9907,1.692906721,100,2020/8/28 18:00,
96.2,10.0045,1.693766938,100,2020/8/28 18:00,
94.3,9.9808,1.695202577,100,2020/8/28 18:00,
92.2,10.0014,1.692906721,100,2020/8/28 18:00,
90.3,10.0026,1.691761123,100,2020/8/28 18:00,
89.1,9.9966,1.691761123,100,2020/8/28 18:00,
88.7,9.9851,1.690331305,100,2020/8/28 18:00,
88.8,10.0033,1.686909582,100,2020/8/28 18:00,
89.1,9.9954,1.689046642,100,2020/8/28 18:00,
89.1,9.9959,1.68861871,100,2020/8/28 18:00,
88.4,10.0001,1.684636119,100,2020/8/28 18:00,
87.4,10.0024,1.686056314,100,2020/8/28 18:00,
86.7,9.9888,1.686909582,100,2020/8/28 18:00,
86.8,9.9928,1.683076771,100,2020/8/28 18:00,
87.8,9.9945,1.686056314,100,2020/8/28 18:00,
89.8,9.9969,1.68520391,100,2020/8/28 18:00,
92,9.9874,1.679120153,100,2020/8/28 18:00,
93.8,9.9946,1.679261125,100,2020/8/28 18:00,
94.3,9.9895,1.677148953,100,2020/8/28 18:00,
91.5,9.996,1.66583375,100,2020/8/28 18:00,
89.1,10.0056,1.659200265,100,2020/8/28 18:00,
86.7,9.995,1.655081099,100,2020/8/28 18:00,
85.1,9.9991,1.652619402,100,2020/8/28 18:00,
84.6,9.9895,1.650709805,100,2020/8/28 18:00,
85.1,9.9895,1.648261085,100,2020/8/28 18:00,
86.3,9.9912,1.646903821,100,2020/8/28 18:00,
88,10.0016,1.648261085,100,2020/8/28 18:00,
89.8,10.0018,1.648261085,100,2020/8/28 18:00,
91.5,9.9886,1.645278052,100,2020/8/28 18:00,
92.4,10.0107,1.649348507,100,2020/8/28 18:00,
92.7,10.0047,1.649348507,100,2020/8/28 18:00,
92.3,10.0038,1.645955344,100,2020/8/28 18:00,
91.5,9.9913,1.651800463,100,2020/8/28 18:00,
90.3,9.9983,1.652619402,100,2020/8/28 18:00,
89.7,9.9937,1.650165017,100,2020/8/28 18:00,
90,9.9957,1.653986107,100,2020/8/28 18:00,
91.5,9.998,1.65371263,100,2020/8/28 18:00,
93.7,9.9822,1.652209932,100,2020/8/28 18:00,
96.4,10.0019,1.655903295,100,2020/8/28 18:00,
99,9.9722,1.655492197,100,2020/8/28 18:00,
100.8,10.0064,1.654533422,100,2020/8/28 18:00,
101.6,9.9926,1.656726309,100,2020/8/28 18:00,
101.6,9.9966,1.658374793,100,2020/8/28 18:00,
101.2,10.0094,1.656726309,100,2020/8/28 18:00,
100.8,9.9882,1.659200265,100,2020/8/28 18:00,
100.7,9.9932,1.660853679,100,2020/8/28 18:00,
100.8,9.9994,1.66044012,100,2020/8/28 18:00,
101,9.9809,1.661681622,100,2020/8/28 18:00,
100.8,9.9933,1.664170411,100,2020/8/28 18:00,
99.8,10.0117,1.665001665,100,2020/8/28 18:00,
98.1,9.9751,1.664447403,100,2020/8/28 18:00,
95.9,9.9939,1.667639468,100,2020/8/28 18:00,
93.8,10.0159,1.668335002,100,2020/8/28 18:00,
92,9.9982,1.664724534,100,2020/8/28 18:00,
91.1,9.9994,1.66002656,100,2020/8/28 18:00,
91,9.9873,1.655081099,100,2020/8/28 18:00,
91.5,10.0076,1.647446637,100,2020/8/28 18:00,
92,10.0049,1.647175139,100,2020/8/28 18:01,
92.2,10.0154,1.642575558,100,2020/8/28 18:01,
92.1,10.0006,1.640150894,100,2020/8/28 18:01,
91.5,9.9869,1.642575558,100,2020/8/28 18:01,
90.6,9.9976,1.644466371,100,2020/8/28 18:01,
90.1,10.0127,1.64217105,100,2020/8/28 18:01,
90.3,10.017,1.646090535,100,2020/8/28 18:01,
91.5,10.0138,1.647446458,100,2020/8/28 18:01,
93.3,9.9988,1.648261085,100,2020/8/28 18:01,
95.4,9.9855,1.651255134,100,2020/8/28 18:01,
97.4,9.9989,1.652619402,100,2020/8/28 18:01,
98.6,9.9935,1.653439153,100,2020/8/28 18:01,
98.5,10.0063,1.654260126,100,2020/8/28 18:01,
97.5,10.0157,1.658099863,100,2020/8/28 18:01,
95.8,9.9948,1.659200265,100,2020/8/28 18:01,
93.8,9.9967,1.660716055,100,2020/8/28 18:01,
91.9,9.9935,1.665001665,100,2020/8/28 18:01,
90.4,10.0082,1.66583375,100,2020/8/28 18:01,
89.5,9.9952,1.661819979,100,2020/8/28 18:01,
89.1,10.0063,1.666666667,100,2020/8/28 18:01,
89.1,9.9966,1.668335002,100,2020/8/28 18:01,
89.4,9.9789,1.667222593,100,2020/8/28 18:01,
90.2,9.9937,1.669170422,100,2020/8/28 18:01,
91.5,9.9991,1.670285619,100,2020/8/28 18:01,
92.8,9.9853,1.666666667,100,2020/8/28 18:01,
94.2,9.9883,1.669170422,100,2020/8/28 18:01,
95.3,10.0007,1.669728021,100,2020/8/28 18:01,
96.2,10.0099,1.66430946,100,2020/8/28 18:01,
96.4,9.9955,1.668335002,100,2020/8/28 18:01,
96.3,9.9905,1.667500834,100,2020/8/28 18:01,
96.2,9.9981,1.661681668,100,2020/8/28 18:01,
96.2,9.9833,1.664170411,100,2020/8/28 18:01,
96.2,9.9906,1.661681622,100,2020/8/28 18:01,
96.2,10.0009,1.658099863,100,2020/8/28 18:01,
96.3,9.973,1.65371263,100,2020/8/28 18:01,
96,10.0939,1.650165017,100,2020/8/28 18:01,
95.4,10.0011,1.64365549,100,2020/8/28 18:01,
94.6,9.982,1.639344262,100,2020/8/28 18:01,
94.1,9.9879,1.64149709,100,2020/8/28 18:01,
93.8,10.0106,1.641092979,100,2020/8/28 18:01,
93.8,9.9983,1.639075605,100,2020/8/28 18:01,
94,9.9912,1.64136243,100,2020/8/28 18:01,
94.1,9.9899,1.640150894,100,2020/8/28 18:01,
93.8,10.0015,1.638538468,100,2020/8/28 18:01,
92.8,9.9783,1.639344262,100,2020/8/28 18:01,
91.5,10.0051,1.64095832,100,2020/8/28 18:01,
90.1,10.003,1.638270031,100,2020/8/28 18:01,
89.1,10.0034,1.64095832,100,2020/8/28 18:01,
88.7,10.0003,1.641227815,100,2020/8/28 18:01,
89.1,9.9906,1.636929121,100,2020/8/28 18:01,
90.2,10.004,1.639075605,100,2020/8/28 18:01,
91.5,9.9924,1.638941343,100,2020/8/28 18:01,
92.4,10.0233,1.636527388,100,2020/8/28 18:01,
92.7,10.0162,1.638941343,100,2020/8/28 18:01,
92.3,9.9247,1.639344262,100,2020/8/28 18:01,
91.5,9.9263,1.638538424,100,2020/8/28 18:01,
90.5,9.9171,1.640554607,100,2020/8/28 18:01,
90,9.9236,1.639747578,100,2020/8/28 18:01,
90.4,10.0614,1.639344262,100,2020/8/28 18:01,
91.5,10.0015,1.639344262,100,2020/8/28 18:01,
92.8,10.0056,1.641092979,100,2020/8/28 18:02,
93.7,9.9934,1.641766541,100,2020/8/28 18:02,
93.4,9.8334,1.638941343,100,2020/8/28 18:02,
91.5,9.8465,1.639747578,100,2020/8/28 18:02,
88,9.661,1.643925739,100,2020/8/28 18:02,
83.9,9.6943,1.64136243,100,2020/8/28 18:02,
79.8,10.0582,1.64217105,100,2020/8/28 18:02,
76.5,9.7394,1.64217105,100,2020/8/28 18:02,
74.1,9.9721,1.638001638,100,2020/8/28 18:02,
72.7,9.7941,1.64149709,100,2020/8/28 18:02,
71.4,9.7487,1.640151291,100,2020/8/28 18:02,
69.7,9.8626,1.63867295,100,2020/8/28 18:02,
67.2,9.7735,1.644195988,100,2020/8/28 18:02,
64.2,9.8813,1.641766541,100,2020/8/28 18:02,
60.9,9.8267,1.638538424,100,2020/8/28 18:02,
57.7,10.0883,1.641766541,100,2020/8/28 18:02,
54.7,11.1879,1.498801094,100,2020/8/28 18:02,
51.7,10.2775,1.588573937,100,2020/8/28 18:02,
48.7,11.5739,1.602564103,100,2020/8/28 18:02,
45.7,10.4473,1.565314829,100,2020/8/28 18:02,
43.3,10.0174,1.529051988,100,2020/8/28 18:02,
42.4,10.8627,1.527767249,100,2020/8/28 18:02,
43.6,9.9252,1.529051988,100,2020/8/28 18:02,
46.9,10.1458,1.516070381,100,2020/8/28 18:02,
50.9,9.5742,1.529051988,100,2020/8/28 18:02,
53.5,11.0036,1.523345346,100,2020/8/28 18:02,
52.7,9.0806,1.504891032,100,2020/8/28 18:02,
46.9,10.2762,1.498800959,100,2020/8/28 18:02,
46.9,9.9711,1.513203742,99.9,2020/8/28 18:02,
46.9,10.0706,1.551831161,100,2020/8/28 18:02,
